"LGA","Rank","Cause_of_death","Deaths","Per_cent_of_all_causes","Crude_rate","Age-standardised_rate_(per_100,000)","Rate_ratio_(relative_to_all_of_Australia)"
"Dandaragan",5,"Pancreatic Cancer",4.1344875,3.9711191,24.773659,NA,NA
"Dandaragan",6,"Stroke / Cerebrovascular Disease",3.758625,3.6101083,22.521508,NA,NA
"Dandaragan",7,"Prostate Cancer",3.3827625,3.2490975,20.269357,NA,NA
"Dandaragan",8,"Diabetes",3.3827625,3.2490975,20.269357,NA,NA
"Dandaragan",9,"Liver disease (K70–K76)",3.3827625,3.2490975,20.269357,NA,NA
"Dandaragan",10,"Accidental Falls",3.3827625,3.2490975,20.269357,NA,NA
"Dandaragan",11,"Suicide",3.3827625,3.2490975,20.269357,NA,NA
"Dandaragan",12,"Colorectal Cancer",3.0069,2.8880866,18.017206,NA,NA
"Dandaragan",13,"Chronic Obstructive Pulmonary Disease",2.6310375,2.5270758,15.765056,NA,NA
"Dandaragan",14,"Influenza / Pneumonia",2.255175,2.166065,13.512905,NA,NA
"Dandaragan",15,"Unknown / Ill-defined Cancer",1.8793125,1.8050542,11.260754,NA,NA
"Dandaragan",16,"Aortic aneurysm and dissection (I71)",1.8793125,1.8050542,11.260754,NA,NA
"Dandaragan",17,"Oesophageal cancer (C15)",1.50345,1.4440433,9.0086032,NA,NA
"Dandaragan",18,"Malignant neoplasms of mesothelial and soft tissue (C45–C49)",1.50345,1.4440433,9.0086032,NA,NA
"Dandaragan",19,"Lymphomas (C81–C86, C96)",1.50345,1.4440433,9.0086032,NA,NA
"Dandaragan",20,"Leukaemia (C91–C95)",1.50345,1.4440433,9.0086032,NA,NA
"Dandaragan",NA,"Top 20 leading causes",70.66215,67.870036,NA,NA,NA
"Dandaragan",NA,"All causes",104.11391,100,623.84577,434.23587,0.845368
"Dardanup",1,"Dementia / Alzheimer's",61.176937,11.987334,82.819555,62.444209,1.4685194
"Dardanup",2,"Coronary Heart Disease",45.809539,8.9761642,62.01562,47.506368,0.8762728
"Dardanup",3,"Stroke / Cerebrovascular Disease",24.219235,4.7456454,32.787294,24.38239,0.8206026
"Dardanup",4,"Diabetes",22.367592,4.3828246,30.280594,23.522427,1.5050217
"Dardanup",5,"Chronic Obstructive Pulmonary Disease",20.441847,4.005484,27.673577,21.084983,0.9525928
"Dardanup",6,"Lung Cancer",19.6645,3.8531664,26.621227,NA,NA
"Dardanup",7,"Influenza / Pneumonia",16.81279,3.2943872,22.760665,NA,NA
"Dardanup",8,"Parkinson disease (G20)",15.886985,3.1129801,21.507337,NA,NA
"Dardanup",9,"Accidental Falls",14.887025,2.9170427,20.153621,NA,NA
"Dardanup",10,"Colorectal Cancer",14.183886,2.779266,19.201732,NA,NA
"Dardanup",11,"Pancreatic Cancer",14.183833,2.7792554,19.201659,NA,NA
"Dardanup",12,"Prostate Cancer",12.109617,2.3728227,16.393647,NA,NA
"Dardanup",13,"Unknown / Ill-defined Cancer",10.258048,2.0100164,13.887047,NA,NA
"Dardanup",14,"Heart Failure / Ill-defined Heart Disease",10.183826,1.9954729,13.786567,NA,NA
"Dardanup",15,"Breast Cancer",8.6291044,1.6908325,11.68183,NA,NA
"Dardanup",16,"Cardiac Arrhythmias",8.3321963,1.6326548,11.279885,NA,NA
"Dardanup",17,"Hypertensive Disease",8.3321829,1.6326521,11.279866,NA,NA
"Dardanup",18,"Brain cancer (C71)",7.4806202,1.4657924,10.127046,NA,NA
"Dardanup",19,"Other Ill-defined Causes",7.4806135,1.4657911,10.127037,NA,NA
"Dardanup",20,"Liver Cancer",7.4064116,1.4512516,10.026584,NA,NA
"Dardanup",NA,"Top 20 leading causes",349.84679,68.550836,NA,NA,NA
"Dardanup",NA,"All causes",510.34649,100,690.89221,536.14406,1.0437623
"Denmark",1,"Coronary Heart Disease",28,13.270142,89.092529,55.187742,1.0179586
"Denmark",2,"Unknown / Ill-defined Cancer",11,5.2132701,35.000636,NA,NA
"Denmark",3,"Dementia / Alzheimer's",11,5.2132701,35.000636,NA,NA
"Denmark",4,"Stroke / Cerebrovascular Disease",10,4.7393365,31.81876,NA,NA
"Denmark",5,"Chronic Obstructive Pulmonary Disease",9,4.2654028,28.636884,NA,NA
"Denmark",6,"Lung Cancer",6,2.8436019,19.091256,NA,NA
"Denmark",7,"Breast Cancer",6,2.8436019,19.091256,NA,NA
"Denmark",8,"Diabetes",6,2.8436019,19.091256,NA,NA
"Denmark",9,"Colorectal Cancer",5,2.3696682,15.90938,NA,NA
"Denmark",10,"Pancreatic Cancer",5,2.3696682,15.90938,NA,NA
"Denmark",11,"Prostate Cancer",5,2.3696682,15.90938,NA,NA
"Denmark",12,"Melanoma of the skin (C43)",4,1.8957346,12.727504,NA,NA
"Denmark",13,"Brain cancer (C71)",4,1.8957346,12.727504,NA,NA
"Denmark",14,"Leukaemia (C91–C95)",4,1.8957346,12.727504,NA,NA
"Denmark",15,"Benign neoplasms, in situ and uncertain behaviour (D00–D48)",4,1.8957346,12.727504,NA,NA
"Denmark",16,"Parkinson disease (G20)",4,1.8957346,12.727504,NA,NA
"Denmark",17,"Pulmonary heart disease and diseases of pulmonary circulation (I26–I28)",4,1.8957346,12.727504,NA,NA
"Denmark",18,"Non-rheumatic valve disorders (I34–I38)",4,1.8957346,12.727504,NA,NA
"Denmark",19,"Pulmonary oedema and other interstitial pulmonary diseases (J80–J84)",4,1.8957346,12.727504,NA,NA
"Denmark",20,"Suicide",4,1.8957346,12.727504,NA,NA
"Denmark",NA,"Top 20 leading causes",138,65.402844,NA,NA,NA
"Denmark",NA,"All causes",211,100,671.37584,434.33059,0.8455524
"Derby-West Kimberley",1,"Diabetes",29.139041,10.859069,69.760155,139.06319,8.8975993
"Derby-West Kimberley",2,"Coronary Heart Disease",27.14711,10.116748,64.991383,103.3098,1.9055881
"Derby-West Kimberley",3,"Land transport accidents (V01–V89)",14.069354,5.2431406,33.682656,NA,NA
"Derby-West Kimberley",4,"Other Ill-defined Causes",14.048154,5.2352401,33.631902,NA,NA
"Derby-West Kimberley",5,"Lung Cancer",13.050989,4.8636328,31.244646,NA,NA
"Derby-West Kimberley",6,"Kidney Failure",12.002649,4.4729542,28.734873,NA,NA
"Derby-West Kimberley",7,"Suicide",11.091086,4.1332476,26.552551,NA,NA
"Derby-West Kimberley",8,"Stroke / Cerebrovascular Disease",10.067074,3.7516354,24.101022,NA,NA
"Derby-West Kimberley",9,"Chronic Obstructive Pulmonary Disease",10.029436,3.7376088,24.010913,NA,NA
"Derby-West Kimberley",10,"Dementia / Alzheimer's",9.0267868,3.3639578,21.610528,NA,NA
"Derby-West Kimberley",11,"Hypertensive Disease",6.0322228,2.2479918,14.441409,NA,NA
"Derby-West Kimberley",12,"Certain conditions originating in the perinatal period, congenital malformations, deformations and chromosomal abnormalities (P00–P96, Q00–Q99 excl. P28.5)",6.0267908,2.2459675,14.428404,NA,NA
"Derby-West Kimberley",13,"Liver disease (K70–K76)",6.0161174,2.2419899,14.402852,NA,NA
"Derby-West Kimberley",14,"Pancreatic Cancer",6.0106854,2.2399656,14.389847,NA,NA
"Derby-West Kimberley",15,"Liver Cancer",4.0535856,1.5106251,9.7044635,NA,NA
"Derby-West Kimberley",16,"Malignant neoplasms of lip, oral cavity and pharynx (C00–C14)",4.0106934,1.4946407,9.6017777,NA,NA
"Derby-West Kimberley",17,"Heart Failure / Ill-defined Heart Disease",4.0080567,1.4936581,9.5954653,NA,NA
"Derby-West Kimberley",18,"Leukaemia (C91–C95)",4.0026287,1.4916353,9.5824704,NA,NA
"Derby-West Kimberley",19,"Septicaemia (A40–A41)",3.0133021,1.122949,7.2139787,NA,NA
"Derby-West Kimberley",20,"Disorders of gallbladder, biliary tract and pancreas (K80–K87)",3.0106814,1.1219723,7.2077047,NA,NA
"Derby-West Kimberley",NA,"Top 20 leading causes",195.85644,72.988631,NA,NA,NA
"Derby-West Kimberley",NA,"All causes",268.33829,100,642.41375,1130.6464,2.2011362
"Donnybrook-Balingup",1,"Coronary Heart Disease",26,12.440191,84.506127,58.572252,1.0803872
"Donnybrook-Balingup",2,"Pancreatic Cancer",10,4.784689,32.502356,NA,NA
"Donnybrook-Balingup",3,"Dementia / Alzheimer's",10,4.784689,32.502356,NA,NA
"Donnybrook-Balingup",4,"Land transport accidents (V01–V89)",9,4.3062201,29.252121,NA,NA
"Donnybrook-Balingup",5,"Accidental Falls",8,3.8277512,26.001885,NA,NA
"Donnybrook-Balingup",6,"Stroke / Cerebrovascular Disease",7,3.3492823,22.751649,NA,NA
"Donnybrook-Balingup",7,"Influenza / Pneumonia",7,3.3492823,22.751649,NA,NA
"Donnybrook-Balingup",8,"Chronic Obstructive Pulmonary Disease",7,3.3492823,22.751649,NA,NA
"Donnybrook-Balingup",9,"Malignant neoplasms of mesothelial and soft tissue (C45–C49)",6,2.8708134,19.501414,NA,NA
"Donnybrook-Balingup",10,"Prostate Cancer",6,2.8708134,19.501414,NA,NA
"Donnybrook-Balingup",11,"Lung Cancer",5,2.3923445,16.251178,NA,NA
"Donnybrook-Balingup",12,"Lymphomas (C81–C86, C96)",5,2.3923445,16.251178,NA,NA
"Donnybrook-Balingup",13,"Diabetes",5,2.3923445,16.251178,NA,NA
"Donnybrook-Balingup",14,"Diseases of the musculoskeletal system and connective tissue (M00–M99)",5,2.3923445,16.251178,NA,NA
"Donnybrook-Balingup",15,"Unknown / Ill-defined Cancer",4,1.9138756,13.000943,NA,NA
"Donnybrook-Balingup",16,"Breast Cancer",4,1.9138756,13.000943,NA,NA
"Donnybrook-Balingup",17,"Cardiac Arrhythmias",4,1.9138756,13.000943,NA,NA
"Donnybrook-Balingup",18,"Heart Failure / Ill-defined Heart Disease",4,1.9138756,13.000943,NA,NA
"Donnybrook-Balingup",19,"Liver disease (K70–K76)",4,1.9138756,13.000943,NA,NA
"Donnybrook-Balingup",20,"Other diseases of the digestive system (K90–K93)",4,1.9138756,13.000943,NA,NA
"Donnybrook-Balingup",NA,"Top 20 leading causes",140,66.985646,NA,NA,NA
"Donnybrook-Balingup",NA,"All causes",209,100,679.29925,481.38595,0.9371595
"Dowerin",1,"Lung Cancer",2.5728318,8.8050314,70.710642,NA,NA
"Dowerin",2,"Coronary Heart Disease",2.5728318,8.8050314,70.710642,NA,NA
"Dowerin",3,"Stroke / Cerebrovascular Disease",1.4701896,5.0314465,40.406081,NA,NA
"Dowerin",4,"Chronic Obstructive Pulmonary Disease",1.4701896,5.0314465,40.406081,NA,NA
"Dowerin",5,"Land transport accidents (V01–V89)",1.1026422,3.7735849,30.304561,NA,NA
"Dowerin",6,"Suicide",1.1026422,3.7735849,30.304561,NA,NA
"Dowerin",7,"Colorectal Cancer",0.9188685,3.1446541,25.253801,NA,NA
"Dowerin",8,"Diabetes",0.9188685,3.1446541,25.253801,NA,NA
"Dowerin",9,"Dementia / Alzheimer's",0.9188685,3.1446541,25.253801,NA,NA
"Dowerin",10,"Other Ill-defined Causes",0.9188685,3.1446541,25.253801,NA,NA
"Dowerin",11,"Stomach cancer (C16)",0.7350948,2.5157233,20.203041,NA,NA
"Dowerin",12,"Pancreatic Cancer",0.7350948,2.5157233,20.203041,NA,NA
"Dowerin",13,"Unknown / Ill-defined Cancer",0.7350948,2.5157233,20.203041,NA,NA
"Dowerin",14,"Prostate Cancer",0.5513211,1.8867925,15.15228,NA,NA
"Dowerin",15,"Leukaemia (C91–C95)",0.5513211,1.8867925,15.15228,NA,NA
"Dowerin",16,"Non-rheumatic valve disorders (I34–I38)",0.5513211,1.8867925,15.15228,NA,NA
"Dowerin",17,"Aortic aneurysm and dissection (I71)",0.5513211,1.8867925,15.15228,NA,NA
"Dowerin",18,"Influenza / Pneumonia",0.5513211,1.8867925,15.15228,NA,NA
"Dowerin",19,"Liver disease (K70–K76)",0.5513211,1.8867925,15.15228,NA,NA
"Dowerin",20,"Accidental Falls",0.5513211,1.8867925,15.15228,NA,NA
"Dowerin",NA,"Top 20 leading causes",20.031333,68.553459,NA,NA,NA
"Dowerin",NA,"All causes",29.220018,100,803.07086,606.17598,1.1801
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dumbleyung",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"Dundas",NA,".",NA,NA,NA,NA,NA
"East Fremantle",1,"Dementia / Alzheimer's",45,15.570934,113.22464,64.674143,1.5209615
"East Fremantle",2,"Coronary Heart Disease",30,10.380623,75.483092,42.089983,0.7763655
"East Fremantle",3,"Stroke / Cerebrovascular Disease",17,5.8823529,42.773752,NA,NA
"East Fremantle",4,"Lung Cancer",12,4.1522491,30.193237,NA,NA
"East Fremantle",5,"Accidental Falls",9,3.1141869,22.644928,NA,NA
"East Fremantle",6,"Unknown / Ill-defined Cancer",8,2.7681661,20.128824,NA,NA
"East Fremantle",7,"Heart Failure / Ill-defined Heart Disease",8,2.7681661,20.128824,NA,NA
"East Fremantle",8,"Chronic Obstructive Pulmonary Disease",8,2.7681661,20.128824,NA,NA
"East Fremantle",9,"Parkinson disease (G20)",7,2.4221453,17.612721,NA,NA
"East Fremantle",10,"Suicide",7,2.4221453,17.612721,NA,NA
"East Fremantle",11,"Prostate Cancer",6,2.0761246,15.096618,NA,NA
"East Fremantle",12,"Influenza / Pneumonia",6,2.0761246,15.096618,NA,NA
"East Fremantle",13,"Liver Cancer",5,1.7301038,12.580515,NA,NA
"East Fremantle",14,"Breast Cancer",5,1.7301038,12.580515,NA,NA
"East Fremantle",15,"Brain cancer (C71)",5,1.7301038,12.580515,NA,NA
"East Fremantle",16,"Diabetes",5,1.7301038,12.580515,NA,NA
"East Fremantle",17,"Hypertensive Disease",5,1.7301038,12.580515,NA,NA
"East Fremantle",18,"Pancreatic Cancer",4,1.384083,10.064412,NA,NA
"East Fremantle",19,"Benign neoplasms, in situ and uncertain behaviour (D00–D48)",4,1.384083,10.064412,NA,NA
"East Fremantle",20,"Cardiac Arrhythmias",4,1.384083,10.064412,NA,NA
"East Fremantle",NA,"Top 20 leading causes",200,69.204152,NA,NA,NA
"East Fremantle",NA,"All causes",289,100,727.15378,463.39628,0.9021373
"East Pilbara",1,"Coronary Heart Disease",13.415401,15.045147,25.217931,NA,NA
"East Pilbara",2,"Other Ill-defined Causes",7.740178,8.6804801,14.549791,NA,NA
"East Pilbara",3,"Suicide",7.740178,8.6804801,14.549791,NA,NA
"East Pilbara",4,"Land transport accidents (V01–V89)",7.6752225,8.6076336,14.42769,NA,NA
"East Pilbara",5,"Stroke / Cerebrovascular Disease",5.6752225,6.3646671,10.66814,NA,NA
"East Pilbara",6,"Diabetes",3.8051335,4.2673936,7.1527939,NA,NA
"East Pilbara",7,"Chronic Obstructive Pulmonary Disease",3.8051335,4.2673936,7.1527939,NA,NA
"East Pilbara",8,"Liver disease (K70–K76)",3.8051335,4.2673936,7.1527939,NA,NA
"East Pilbara",9,"Kidney Failure",3.8051335,4.2673936,7.1527939,NA,NA
"East Pilbara",10,"Oesophageal cancer (C15)",2.8051335,3.1459103,5.2730191,NA,NA
"East Pilbara",11,"Lung Cancer",1.9350445,2.17012,3.6374478,NA,NA
"East Pilbara",12,"Uterine cancer (C53–C55)",1.9350445,2.17012,3.6374478,NA,NA
"East Pilbara",13,"Acute respiratory diseases excl. influenza and pneumonia (J00–J06, J20–J22)",1.9350445,2.17012,3.6374478,NA,NA
"East Pilbara",14,"Accidental Falls",1.9350445,2.17012,3.6374478,NA,NA
"East Pilbara",15,"Liver Cancer",1.870089,2.0972735,3.5153461,NA,NA
"East Pilbara",16,"Exposure to forces of nature (X30–X39)",1.870089,2.0972735,3.5153461,NA,NA
"East Pilbara",17,"Unknown / Ill-defined Cancer",1,1.1214833,1.8797748,NA,NA
"East Pilbara",18,"Malignant neoplasms of mesothelial and soft tissue (C45–C49)",1,1.1214833,1.8797748,NA,NA
"East Pilbara",19,"Epilepsy and status epilepticus (G40, G41)",1,1.1214833,1.8797748,NA,NA
"East Pilbara",20,"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified (I80–I89)",1,1.1214833,1.8797748,NA,NA
"East Pilbara",NA,"Top 20 leading causes",75.752225,84.954853,NA,NA,NA
"East Pilbara",NA,"All causes",89.167625,100,167.61505,NA,NA
"Esperance",1,"Coronary Heart Disease",68.180491,14.518713,95.498477,67.728691,1.2492811
"Esperance",2,"Dementia / Alzheimer's",33.957399,7.2310672,47.563164,33.533954,0.7886282
"Esperance",3,"Lung Cancer",29.223092,6.2229191,40.931955,28.716761,1.0473573
"Esperance",4,"Stroke / Cerebrovascular Disease",24.436098,5.2035514,34.226948,25.808412,0.8685962
"Esperance",5,"Diabetes",19.914798,4.2407618,27.894091,NA,NA
"Esperance",6,"Accidental Falls",17.957399,3.823943,25.152418,NA,NA
"Esperance",7,"Colorectal Cancer",16.957399,3.6109978,23.751747,NA,NA
"Esperance",8,"Chronic Obstructive Pulmonary Disease",14.914798,3.1760355,20.890733,NA,NA
"Esperance",9,"Breast Cancer",13.478699,2.8702252,18.879231,NA,NA
"Esperance",10,"Pancreatic Cancer",10.914798,2.3242545,15.288047,NA,NA
"Esperance",11,"Land transport accidents (V01–V89)",9.9147976,2.1113092,13.887375,NA,NA
"Esperance",12,"Prostate Cancer",9.4360982,2.0093724,13.216875,NA,NA
"Esperance",13,"Unknown / Ill-defined Cancer",8.4786994,1.8054989,11.875873,NA,NA
"Esperance",14,"Suicide",8.4786994,1.8054989,11.875873,NA,NA
"Esperance",15,"Hypertensive Disease",7.9573988,1.6944904,11.145702,NA,NA
"Esperance",16,"Benign neoplasms, in situ and uncertain behaviour (D00–D48)",7,1.4906168,9.8047011,NA,NA
"Esperance",17,"Leukaemia (C91–C95)",6.9573988,1.4815451,9.7450308,NA,NA
"Esperance",18,"Liver Cancer",6.4786994,1.3796084,9.0745302,NA,NA
"Esperance",19,"Parkinson disease (G20)",6.4786994,1.3796084,9.0745302,NA,NA
"Esperance",20,"Oesophageal cancer (C15)",6.4360982,1.3705366,9.0148599,NA,NA
"Esperance",NA,"Top 20 leading causes",327.55156,69.750553,NA,NA,NA
"Esperance",NA,"All causes",469.60425,100,657.76133,487.92326,0.9498863
"Exmouth",1,"Coronary Heart Disease",9.2960768,17.721511,60.178243,NA,NA
"Exmouth",2,"Lung Cancer",5.9760328,11.392368,38.685906,NA,NA
"Exmouth",3,"Suicide",3.320036,6.3291274,21.492285,NA,NA
"Exmouth",4,"Prostate Cancer",2.6560168,5.0632791,17.19375,NA,NA
"Exmouth",5,"Dementia / Alzheimer's",2.6560128,5.0632714,17.193724,NA,NA
"Exmouth",6,"Stroke / Cerebrovascular Disease",1.9920176,3.7974688,12.895345,NA,NA
"Exmouth",7,"Chronic Obstructive Pulmonary Disease",1.9920176,3.7974688,12.895345,NA,NA
"Exmouth",8,"Accidental poisoning (X40–X49)",1.9920176,3.7974688,12.895345,NA,NA
"Exmouth",9,"Other Ill-defined Causes",1.3280144,2.531651,8.596914,NA,NA
"Exmouth",10,"Breast Cancer",1.3280104,2.5316433,8.5968881,NA,NA
"Exmouth",11,"Uterine cancer (C53–C55)",1.3280104,2.5316433,8.5968881,NA,NA
"Exmouth",12,"Melanoma of the skin (C43)",1.3280064,2.5316357,8.5968622,NA,NA
"Exmouth",13,"Other malignant neoplasms of skin (C44)",1.3280064,2.5316357,8.5968622,NA,NA
"Exmouth",14,"Kidney cancer (C64)",1.3280064,2.5316357,8.5968622,NA,NA
"Exmouth",15,"Hypertensive Disease",1.3280064,2.5316357,8.5968622,NA,NA
"Exmouth",16,"Asthma (J45–J46)",1.3280064,2.5316357,8.5968622,NA,NA
"Exmouth",17,"Air and space transport accidents (V95–V97)",1.3280064,2.5316357,8.5968622,NA,NA
"Exmouth",18,"Diabetes",0.6640192,1.2658484,4.2985347,NA,NA
"Exmouth",19,"Kidney Failure",0.6640152,1.2658407,4.2985088,NA,NA
"Exmouth",20,"Malignant neoplasms of mesothelial and soft tissue (C45–C49)",0.6640072,1.2658255,4.298457,NA,NA
"Exmouth",NA,"Top 20 leading causes",43.824343,83.544231,NA,NA,NA
"Exmouth",NA,"All causes",52.456457,100,339.57738,484.87318,0.9439484
"Fremantle",1,"Dementia / Alzheimer's",135.27627,11.119067,84.536204,50.471943,1.186964
"Fremantle",2,"Coronary Heart Disease",122.4349,10.063567,76.511434,48.898328,0.901948
"Fremantle",3,"Lung Cancer",69.643092,5.7243314,43.52103,30.48926,1.1120039
"Fremantle",4,"Stroke / Cerebrovascular Disease",69.61335,5.7218867,43.502444,26.620605,0.895931
"Fremantle",5,"Accidental poisoning (X40–X49)",33.841374,2.7816002,21.147991,19.784052,3.4234898
"Fremantle",6,"Diabetes",33.791804,2.7775258,21.117014,13.429962,0.8592814
"Fremantle",7,"Chronic Obstructive Pulmonary Disease",29.841374,2.4528192,18.64833,12.848238,0.5804671
"Fremantle",8,"Cardiac Arrhythmias",27.861203,2.2900585,17.41089,10.194905,1.4352956
"Fremantle",9,"Influenza / Pneumonia",27.811632,2.285984,17.379913,10.474475,1.1551521
"Fremantle",10,"Accidental Falls",24.900859,2.0467323,15.560926,10.093607,1.0418346
"Fremantle",11,"Liver disease (K70–K76)",23.871117,1.9620924,14.917425,11.627649,1.6091829
"Fremantle",12,"Colorectal Cancer",23.861203,1.9612775,14.911229,10.101555,0.5963344
"Fremantle",13,"Pancreatic Cancer",22.900859,1.8823418,14.311096,10.203988,1.0004695
"Fremantle",14,"Breast Cancer",22.841374,1.8774525,14.273923,11.290509,1.1048898
"Fremantle",15,"Suicide",21.881031,1.7985168,13.67379,12.564197,0.9962695
"Fremantle",16,"Hypertensive Disease",20.871117,1.7155066,13.042679,8.097703,1.2260653
"Fremantle",17,"Prostate Cancer",19.881031,1.6341263,12.423959,NA,NA
"Fremantle",18,"Heart Failure / Ill-defined Heart Disease",19.881031,1.6341263,12.423959,NA,NA
"Fremantle",19,"Malignant neoplasms of mesothelial and soft tissue (C45–C49)",18.881031,1.551931,11.799044,NA,NA
"Fremantle",20,"Liver Cancer",17.920687,1.4729954,11.198911,NA,NA
"Fremantle",NA,"Top 20 leading causes",787.80634,64.753938,NA,NA,NA
"Fremantle",NA,"All causes",1216.6153,100,760.28146,506.77302,0.9865829
"Gingin",1,"Coronary Heart Disease",17.47585,10.108303,63.060223,NA,NA
"Gingin",2,"Lung Cancer",13.106888,7.5812274,47.295167,NA,NA
"Gingin",3,"Breast Cancer",8.1137875,4.6931408,29.27796,NA,NA
"Gingin",4,"Land transport accidents (V01–V89)",8.1137875,4.6931408,29.27796,NA,NA
"Gingin",5,"Pancreatic Cancer",6.8655125,3.9711191,24.773659,NA,NA
"Gingin",6,"Stroke / Cerebrovascular Disease",6.241375,3.6101083,22.521508,NA,NA
"Gingin",7,"Prostate Cancer",5.6172375,3.2490975,20.269357,NA,NA
"Gingin",8,"Diabetes",5.6172375,3.2490975,20.269357,NA,NA
"Gingin",9,"Liver disease (K70–K76)",5.6172375,3.2490975,20.269357,NA,NA
"Gingin",10,"Accidental Falls",5.6172375,3.2490975,20.269357,NA,NA
"Gingin",11,"Suicide",5.6172375,3.2490975,20.269357,NA,NA
"Gingin",12,"Colorectal Cancer",4.9931,2.8880866,18.017206,NA,NA
"Gingin",13,"Chronic Obstructive Pulmonary Disease",4.3689625,2.5270758,15.765056,NA,NA
"Gingin",14,"Influenza / Pneumonia",3.744825,2.166065,13.512905,NA,NA
"Gingin",15,"Unknown / Ill-defined Cancer",3.1206875,1.8050542,11.260754,NA,NA
"Gingin",16,"Aortic aneurysm and dissection (I71)",3.1206875,1.8050542,11.260754,NA,NA
"Gingin",17,"Oesophageal cancer (C15)",2.49655,1.4440433,9.0086032,NA,NA
"Gingin",18,"Malignant neoplasms of mesothelial and soft tissue (C45–C49)",2.49655,1.4440433,9.0086032,NA,NA
"Gingin",19,"Lymphomas (C81–C86, C96)",2.49655,1.4440433,9.0086032,NA,NA
"Gingin",20,"Leukaemia (C91–C95)",2.49655,1.4440433,9.0086032,NA,NA
"Gingin",NA,"Top 20 leading causes",117.33785,67.870036,NA,NA,NA
"Gingin",NA,"All causes",172.88609,100,623.84577,434.23587,0.845368
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Gnowangerup",NA,".",NA,NA,NA,NA,NA
"Goomalling",1,"Lung Cancer",3.5782628,8.8050314,70.710642,NA,NA
"Goomalling",2,"Coronary Heart Disease",3.5782628,8.8050314,70.710642,NA,NA
